level_0,clpA_1,clpA_10,clpA_100,clpA_101,clpA_102,clpA_103,clpA_104,clpA_105,clpA_106,clpA_107,clpA_108,clpA_109,clpA_11,clpA_110,clpA_111,clpA_112,clpA_113,clpA_114,clpA_115,clpA_116,clpA_117,clpA_118,clpA_119,clpA_12,clpA_120,clpA_121,clpA_122,clpA_123,clpA_124,clpA_125,clpA_126,clpA_127,clpA_128,clpA_129,clpA_13,clpA_130,clpA_131,clpA_132,clpA_133,clpA_134,clpA_135,clpA_136,clpA_137,clpA_138,clpA_139,clpA_14,clpA_140,clpA_141,clpA_142,clpA_143,clpA_144,clpA_145,clpA_146,clpA_147,clpA_148,clpA_149,clpA_15,clpA_150,clpA_151,clpA_152,clpA_153,clpA_154,clpA_155,clpA_156,clpA_157,clpA_158,clpA_159,clpA_16,clpA_160,clpA_161,clpA_162,clpA_163,clpA_164,clpA_165,clpA_166,clpA_167,clpA_168,clpA_169,clpA_17,clpA_170,clpA_171,clpA_172,clpA_173,clpA_174,clpA_175,clpA_176,clpA_177,clpA_178,clpA_179,clpA_18,clpA_180,clpA_181,clpA_182,clpA_183,clpA_184,clpA_185,clpA_186,clpA_187,clpA_188,clpA_189,clpA_19,clpA_190,clpA_191,clpA_192,clpA_193,clpA_194,clpA_195,clpA_196,clpA_197,clpA_198,clpA_199,clpA_2,clpA_20,clpA_200,clpA_201,clpA_202,clpA_203,clpA_204,clpA_205,clpA_206,clpA_207,clpA_208,clpA_209,clpA_21,clpA_210,clpA_211,clpA_212,clpA_213,clpA_214,clpA_215,clpA_216,clpA_217,clpA_218,clpA_219,clpA_22,clpA_220,clpA_221,clpA_222,clpA_223,clpA_224,clpA_225,clpA_226,clpA_227,clpA_228,clpA_229,clpA_23,clpA_230,clpA_231,clpA_232,clpA_233,clpA_234,clpA_235,clpA_236,clpA_237,clpA_238,clpA_239,clpA_24,clpA_240,clpA_241,clpA_242,clpA_243,clpA_244,clpA_245,clpA_246,clpA_247,clpA_248,clpA_249,clpA_25,clpA_250,clpA_26,clpA_27,clpA_28,clpA_29,clpA_3,clpA_30,clpA_31,clpA_32,clpA_33,clpA_34,clpA_35,clpA_36,clpA_37,clpA_38,clpA_39,clpA_4,clpA_40,clpA_41,clpA_42,clpA_43,clpA_44,clpA_45,clpA_46,clpA_47,clpA_48,clpA_49,clpA_5,clpA_50,clpA_51,clpA_52,clpA_53,clpA_54,clpA_55,clpA_56,clpA_57,clpA_58,clpA_59,clpA_6,clpA_60,clpA_61,clpA_62,clpA_63,clpA_64,clpA_65,clpA_66,clpA_67,clpA_68,clpA_69,clpA_7,clpA_70,clpA_71,clpA_72,clpA_73,clpA_74,clpA_75,clpA_76,clpA_77,clpA_78,clpA_79,clpA_8,clpA_80,clpA_81,clpA_82,clpA_83,clpA_84,clpA_85,clpA_86,clpA_87,clpA_88,clpA_89,clpA_9,clpA_90,clpA_91,clpA_92,clpA_93,clpA_94,clpA_95,clpA_96,clpA_97,clpA_98,clpA_99
clpA_235,31,28,50,48,50,49,29,30,28,29,47,47,30,48,49,48,47,48,49,45,38,40,37,31,37,40,37,41,43,41,42,41,25,49,28,48,46,29,47,49,49,49,25,46,45,31,49,47,48,50,52,52,53,52,51,52,32,48,47,59,54,54,25,32,29,30,34,32,33,27,49,51,46,48,51,48,53,47,27,69,45,49,53,38,33,35,34,47,47,31,58,49,26,47,64,45,47,46,49,49,32,49,46,46,47,46,46,47,51,49,186,30,26,182,177,173,174,174,49,49,54,50,49,29,50,47,168,178,179,169,177,32,29,182,27,181,185,183,47,56,46,45,46,45,50,25,5,9,12,4,4,0,5,5,6,46,29,179,49,48,48,30,47,169,180,44,49,27,175,44,46,44,46,24,43,49,43,49,50,48,48,49,49,49,27,46,50,45,47,46,43,46,46,46,48,27,47,49,49,48,49,49,53,54,50,50,30,53,175,51,50,49,47,46,47,174,50,33,53,180,52,53,45,55,53,49,53,50,26,49,52,52,55,56,51,49,49,52,49,27,53,39,40,39,59,48,47,48,48,44
clpA_236,30,27,51,46,49,47,28,29,27,28,45,46,29,49,48,46,46,47,48,43,39,41,38,30,38,41,38,42,41,39,40,39,24,47,27,46,45,28,45,48,48,47,24,44,43,30,49,45,46,48,50,50,51,50,49,52,31,46,48,59,52,52,24,31,28,29,33,31,32,26,48,50,45,48,49,46,51,46,26,70,43,48,51,39,33,35,35,46,48,30,57,48,25,46,63,45,45,44,47,47,31,48,44,44,45,44,44,45,49,48,187,29,25,183,178,172,173,173,48,48,52,48,47,28,48,45,169,179,181,170,178,31,30,183,26,182,186,184,45,54,46,43,44,43,49,24,4,8,11,1,3,5,0,2,5,44,28,180,48,48,47,29,45,170,182,43,48,26,176,43,45,43,45,23,42,47,42,47,48,47,47,48,48,48,26,46,48,43,45,44,41,44,44,44,49,26,48,48,48,47,48,48,51,52,48,48,29,51,176,49,49,47,47,44,45,175,48,32,51,182,50,51,44,56,54,50,54,51,25,50,53,53,56,57,49,47,47,50,50,26,51,40,41,40,61,46,48,47,48,42
clpA_237,32,29,49,48,51,49,30,31,29,30,45,48,31,47,50,48,48,49,50,45,39,41,38,32,38,41,38,42,43,41,42,41,26,49,29,48,47,30,47,50,50,49,26,46,45,32,49,47,48,50,52,52,53,52,51,52,33,48,46,59,54,54,26,33,30,31,35,33,34,28,50,52,47,50,51,48,53,48,28,71,45,50,53,39,34,36,37,48,46,32,59,50,27,48,65,47,47,46,49,49,33,50,46,46,47,46,46,47,51,50,188,31,27,184,179,171,172,172,50,50,52,50,49,30,50,47,171,178,180,171,177,33,30,184,28,183,187,185,47,56,48,45,46,45,51,26,4,8,11,1,1,5,2,0,5,46,30,181,50,50,49,31,47,171,181,45,50,28,175,45,47,45,47,25,44,49,44,49,49,49,49,50,50,50,28,46,50,45,47,46,43,46,46,46,47,28,46,50,50,49,50,50,53,54,48,50,31,53,175,51,51,49,47,44,47,176,50,34,53,181,52,53,46,54,52,48,52,49,27,48,51,51,54,55,51,49,49,50,48,28,53,40,43,40,61,48,46,49,50,44
clpA_238,34,31,54,49,54,48,32,33,31,32,48,51,33,52,53,47,51,52,53,44,44,46,43,34,43,46,43,47,46,44,45,44,28,50,31,49,50,32,48,53,53,50,28,45,46,34,50,48,49,51,53,53,54,53,52,53,35,49,50,62,55,55,28,35,32,33,37,35,36,30,51,53,48,47,52,47,54,49,30,68,44,51,54,42,36,38,40,49,51,34,62,53,29,51,66,46,46,45,50,50,35,51,45,45,44,45,45,46,52,53,187,33,29,183,178,174,175,175,53,53,55,51,48,32,49,46,170,177,181,170,176,35,31,183,30,182,186,184,46,57,47,46,47,44,54,28,3,11,14,4,6,6,5,5,0,45,32,180,51,51,50,33,48,170,182,48,53,30,174,48,50,48,50,27,47,50,47,50,51,50,52,53,53,53,30,49,51,44,46,45,42,45,47,45,52,30,51,51,53,50,51,51,54,55,51,51,33,54,174,52,52,50,50,47,48,175,51,36,54,182,53,54,47,59,57,53,57,54,29,53,56,56,59,60,52,50,50,53,53,30,54,45,46,45,64,47,51,50,52,43
clpA_239,61,60,67,48,48,5,61,60,61,60,8,45,62,63,47,4,47,46,47,8,58,57,57,60,57,57,56,58,54,55,56,55,60,11,61,10,44,62,48,47,47,49,60,6,6,61,15,13,10,11,18,16,17,16,15,18,64,12,65,67,18,18,59,62,61,61,62,62,63,60,45,49,51,12,15,8,17,52,60,75,8,47,19,59,52,55,57,52,60,63,64,47,61,45,62,11,10,2,49,49,62,48,7,4,7,6,5,8,17,47,191,59,58,187,181,183,184,184,47,47,18,14,11,59,10,7,179,183,185,180,182,62,50,190,60,189,189,188,10,20,12,7,8,5,48,60,43,49,52,45,46,46,44,46,45,0,61,188,47,12,46,62,7,175,184,45,47,59,176,45,46,46,46,59,45,49,46,49,50,46,46,47,47,47,58,12,14,1,3,8,5,4,6,9,62,59,62,47,47,46,47,47,17,18,14,14,60,17,180,17,46,10,13,7,7,180,14,63,17,185,16,19,47,69,68,64,68,66,59,64,67,67,70,71,17,13,15,16,65,60,17,59,58,61,59,10,62,46,47,2
clpA_24,6,3,52,53,55,62,4,3,7,6,62,52,3,50,54,61,52,53,54,60,43,45,42,8,42,45,42,46,48,46,49,46,6,64,14,63,51,15,52,53,52,54,6,61,61,6,65,61,63,66,60,60,61,62,60,68,5,59,47,62,66,66,4,5,7,5,13,7,12,13,55,54,55,63,60,61,61,54,13,81,61,53,59,40,33,36,39,56,52,4,61,54,7,52,70,60,62,61,54,54,7,53,60,61,61,62,62,63,59,54,194,9,3,189,188,180,181,181,54,54,62,59,64,4,63,60,176,187,185,179,186,7,49,189,4,190,192,190,62,67,61,60,59,60,55,6,30,30,33,29,29,29,28,30,32,61,0,187,53,65,52,3,62,176,186,50,54,2,181,49,51,48,50,5,48,54,47,54,55,52,53,54,54,54,6,63,61,60,62,61,58,61,61,61,50,2,49,53,54,54,53,53,61,62,63,60,5,61,184,61,54,65,64,62,60,183,60,6,62,186,60,63,50,57,54,54,54,51,5,53,55,53,56,57,59,60,60,65,52,6,65,44,44,44,69,61,49,52,54,59
clpA_240,186,185,184,181,189,186,186,185,184,183,186,188,187,183,190,186,189,189,188,187,187,187,186,182,186,185,185,186,178,178,178,179,184,186,185,186,189,184,180,188,189,182,184,185,186,186,187,190,188,188,183,184,184,183,185,189,187,186,188,186,187,187,184,188,183,184,190,186,189,184,187,188,188,187,185,188,187,187,184,179,186,190,184,179,184,185,186,189,188,186,179,191,184,188,190,184,188,188,180,182,187,190,188,185,188,187,185,186,184,189,72,183,185,73,79,103,104,103,190,189,185,186,188,185,187,188,94,103,98,99,100,185,183,76,185,75,73,73,188,184,183,186,186,186,189,184,180,181,179,180,181,179,180,181,180,188,187,0,189,191,190,185,186,90,104,185,188,186,112,186,186,184,186,184,185,180,183,181,183,189,189,188,190,190,184,191,187,187,186,186,185,187,187,188,182,186,182,190,190,188,190,190,183,184,191,185,186,183,101,182,188,186,190,187,185,88,186,188,181,99,185,184,182,188,186,182,185,183,185,185,184,184,185,186,183,186,183,192,185,186,188,186,184,188,177,189,183,189,189,186
clpA_241,51,52,61,50,7,50,53,54,52,52,49,4,54,59,6,47,6,6,6,47,57,57,56,50,55,57,54,58,56,54,55,54,50,48,54,49,5,55,50,6,7,51,50,49,47,51,50,49,49,50,49,47,50,49,46,53,56,45,57,63,52,52,50,54,52,53,56,52,57,53,6,6,45,47,46,51,52,46,53,77,49,4,49,49,52,55,55,46,52,55,54,8,51,5,68,47,49,47,51,51,50,6,48,47,46,49,48,50,50,6,189,49,50,185,182,186,187,187,6,6,51,45,50,49,51,48,176,188,186,182,186,52,50,191,50,190,189,186,48,53,48,44,45,48,7,50,50,48,51,49,49,49,48,50,51,47,53,189,0,49,1,54,46,182,189,45,6,51,177,45,46,46,46,49,45,51,46,51,52,3,5,6,6,6,47,47,47,46,48,47,48,47,47,48,59,51,58,5,6,5,4,4,50,51,49,47,50,50,185,50,5,51,48,48,46,184,47,55,50,189,48,52,47,64,62,57,64,60,50,60,63,61,66,67,48,46,48,51,61,51,51,57,58,58,47,51,58,4,6,45
clpA_242,65,64,69,52,50,13,65,64,65,64,10,47,66,65,49,12,49,48,49,8,59,57,58,64,57,57,56,58,56,57,58,57,64,7,63,6,46,64,52,49,49,53,64,12,8,65,9,5,6,11,18,16,17,16,15,12,68,14,67,70,19,19,63,66,65,65,64,66,65,62,47,51,53,10,15,12,17,54,62,77,12,49,19,61,58,61,57,54,61,67,60,49,65,47,64,13,10,12,53,53,66,50,11,10,11,10,11,14,17,49,193,63,62,189,183,187,188,188,49,47,18,14,9,63,14,11,183,189,187,183,188,66,54,194,64,193,191,190,10,20,14,5,6,11,50,64,49,53,56,49,50,48,48,50,51,12,65,191,49,0,48,66,9,179,187,51,49,63,182,51,52,52,52,63,51,53,52,53,54,48,48,49,49,49,62,4,14,11,11,10,11,8,8,9,64,63,64,49,49,48,49,49,17,18,8,14,64,17,186,17,48,10,5,9,9,183,14,67,17,187,16,19,51,71,70,66,70,68,63,66,69,69,72,73,17,11,15,10,67,64,18,59,56,61,61,14,64,48,49,10
clpA_243,50,51,60,50,6,49,52,53,51,52,48,3,53,58,5,46,5,5,5,46,56,56,55,50,54,56,53,57,56,54,55,54,49,47,53,48,4,54,50,5,6,51,49,48,46,50,49,48,48,49,48,46,49,48,45,52,55,44,56,62,51,51,49,53,52,53,55,51,56,52,5,5,45,46,45,50,51,46,52,77,48,3,48,48,51,54,54,46,51,54,53,7,50,4,67,46,48,46,51,51,49,5,47,46,45,48,47,49,49,5,190,49,49,186,182,186,187,187,5,5,50,44,49,48,50,47,177,188,187,183,186,51,50,191,50,190,190,187,47,52,47,43,44,47,6,49,49,47,50,48,48,48,47,49,50,46,52,190,1,48,0,53,45,182,190,45,5,50,178,45,46,46,46,48,45,51,46,51,52,2,4,5,5,5,46,46,46,45,47,46,47,46,46,47,58,50,57,4,5,4,3,3,49,50,48,46,49,49,185,49,4,50,47,47,45,184,46,54,49,190,47,51,47,63,61,57,63,59,49,59,62,60,65,66,47,45,47,50,60,50,50,56,57,58,48,50,57,3,5,44
clpA_244,7,4,53,54,56,63,3,4,6,7,63,53,2,51,55,62,53,54,55,61,42,44,41,9,41,44,41,45,49,47,50,47,7,65,15,64,52,16,53,54,53,55,7,62,62,7,66,62,64,67,61,61,62,63,61,69,4,60,48,61,67,67,5,4,8,4,14,8,13,14,56,55,56,64,61,62,62,55,14,82,62,54,60,41,32,35,38,57,53,1,60,55,8,53,71,61,63,62,55,55,8,54,61,62,62,63,63,64,60,55,195,10,4,190,189,183,184,184,55,55,63,60,65,5,64,61,177,186,186,180,185,8,50,190,5,191,193,191,63,68,62,61,60,61,56,7,31,31,34,30,30,30,29,31,33,62,3,185,54,66,53,0,63,177,187,51,55,3,182,50,52,49,51,6,49,55,48,55,56,53,54,55,55,55,7,64,62,61,63,62,59,62,62,62,51,3,50,54,55,55,54,54,62,63,64,61,6,62,183,62,55,66,65,63,61,182,61,5,63,187,61,64,51,58,55,55,55,52,6,54,56,54,57,58,60,61,61,66,53,7,66,43,43,43,68,62,50,53,55,60
clpA_245,62,61,66,49,47,8,62,61,62,61,5,44,63,62,46,7,46,45,46,9,59,58,58,61,58,58,57,59,53,54,55,54,61,8,60,7,43,61,49,46,46,50,61,7,3,62,12,10,7,8,15,13,14,13,12,15,65,11,66,65,15,15,60,63,62,62,61,63,62,59,44,46,48,11,12,7,16,49,59,78,7,46,16,60,53,56,58,49,60,64,61,46,62,44,61,8,11,7,50,50,63,47,6,5,10,5,6,9,14,46,190,60,59,186,180,182,183,183,46,44,15,11,10,60,9,6,178,184,183,179,183,63,51,191,61,190,188,187,11,17,9,4,5,6,45,61,46,50,53,46,47,47,45,47,48,7,62,186,46,9,45,63,0,174,183,48,46,60,178,48,49,49,49,60,48,50,49,50,51,45,45,46,46,46,59,9,11,6,6,9,6,3,1,10,61,60,61,46,46,45,46,46,14,15,11,11,61,14,181,14,45,7,10,4,4,179,11,64,14,183,13,16,48,68,67,63,67,65,60,63,66,66,67,68,14,8,12,13,64,61,14,60,59,62,60,9,61,45,46,5
clpA_246,178,174,177,170,181,175,177,175,175,174,174,180,178,173,181,175,181,181,180,174,178,178,177,176,177,176,176,177,169,171,171,170,174,176,178,175,180,178,170,180,181,171,174,176,174,178,176,176,173,176,172,175,174,173,173,178,177,175,176,180,178,179,173,177,174,176,181,178,180,177,181,182,176,176,176,178,177,176,176,169,177,182,177,178,176,178,177,175,179,178,173,180,174,180,169,176,175,175,169,171,179,182,176,174,175,175,174,177,176,181,86,175,174,88,85,75,75,74,181,182,175,173,176,177,178,176,57,90,53,59,87,179,174,88,175,87,86,86,174,178,175,174,174,174,181,174,170,171,171,170,171,169,170,171,170,175,176,90,182,179,182,177,174,0,57,175,182,175,101,175,174,174,174,174,175,169,174,171,172,181,181,180,182,182,177,179,174,174,175,173,174,175,175,175,172,175,172,182,182,182,182,182,176,177,179,173,178,173,86,173,179,174,178,175,174,17,174,176,171,52,175,175,172,174,174,171,172,174,175,173,175,174,174,174,176,175,175,181,173,176,178,177,173,174,175,179,169,181,181,173
clpA_247,184,184,188,184,191,184,189,185,187,185,180,189,188,187,190,184,190,190,189,184,184,184,184,183,184,183,183,184,179,179,179,180,186,181,188,182,189,187,184,189,190,184,187,182,182,184,182,185,183,185,183,187,185,185,184,183,187,184,186,188,187,188,185,188,185,187,192,184,191,187,190,191,183,184,186,184,188,182,185,181,183,191,187,180,190,192,184,182,191,188,185,193,186,189,189,182,185,184,183,185,185,191,184,184,184,182,184,183,186,190,99,184,186,99,95,83,85,84,190,191,184,184,183,183,184,184,67,98,16,64,95,185,179,97,186,96,101,97,184,188,181,182,182,180,191,186,182,182,181,182,181,180,182,181,182,184,186,104,189,187,190,187,183,57,0,188,191,187,104,188,187,187,187,186,188,183,187,184,185,190,190,190,191,191,185,185,186,183,184,183,180,183,183,185,186,185,186,191,191,191,190,191,186,187,185,184,184,184,94,186,188,182,185,181,182,61,185,187,184,14,187,188,186,190,190,184,189,186,187,188,186,188,190,190,187,184,185,187,189,188,187,184,184,182,180,183,184,190,190,183
clpA_248,50,49,51,12,45,48,50,51,49,50,49,43,51,47,45,45,45,44,45,47,52,53,51,50,50,52,50,54,55,53,54,53,48,50,48,49,43,49,11,45,45,13,48,49,47,50,54,49,49,52,49,50,51,49,47,57,51,47,56,64,52,52,48,51,51,49,53,51,54,47,45,47,46,52,45,47,51,47,47,76,49,45,51,46,42,46,50,47,50,52,54,45,49,43,59,48,49,45,13,13,51,45,46,47,48,48,48,51,51,45,194,49,47,192,186,184,185,185,45,45,52,46,52,48,52,46,172,185,190,181,184,49,49,192,48,191,192,192,49,54,49,46,47,48,46,48,45,45,48,44,44,44,43,45,48,45,50,185,45,51,45,51,48,175,188,0,43,48,179,2,4,6,5,47,5,13,5,13,14,44,44,45,45,45,46,49,48,44,46,49,46,47,47,48,47,48,46,45,45,46,45,45,51,52,51,50,49,49,182,51,46,51,50,48,46,178,50,50,50,188,50,53,10,55,52,44,52,50,47,48,51,51,54,55,50,47,47,53,49,48,51,52,51,53,51,49,46,44,45,45
clpA_249,52,53,61,48,3,50,54,55,53,54,49,2,55,59,2,47,2,2,4,47,57,57,56,52,55,57,54,58,57,55,56,55,51,48,55,49,3,56,48,2,3,49,51,49,47,52,50,49,49,52,49,47,50,49,46,53,57,45,56,63,52,52,51,55,54,55,57,53,58,54,6,6,46,47,44,51,52,47,54,78,49,2,49,49,53,56,55,47,52,56,54,4,52,3,68,47,49,47,49,49,53,4,48,47,48,49,48,50,50,2,193,51,51,189,183,181,182,182,2,2,51,45,50,50,51,48,175,187,187,184,185,51,53,194,52,193,193,190,48,53,48,44,45,48,3,51,50,48,51,49,49,49,48,50,53,47,54,188,6,49,5,55,46,182,191,43,0,52,177,43,44,44,44,50,43,49,44,49,50,3,1,2,2,2,48,47,47,46,48,47,48,47,47,48,59,52,58,3,2,5,4,4,50,51,49,47,51,50,184,50,5,51,48,48,46,184,47,56,50,190,48,52,45,64,62,58,64,60,51,60,63,61,66,67,48,46,48,51,61,52,51,57,58,59,49,51,58,4,2,45
clpA_25,6,3,50,51,53,60,2,3,5,6,60,50,3,48,52,59,50,51,52,58,41,43,40,8,40,43,40,44,46,44,47,44,4,62,12,61,49,13,50,51,50,52,4,59,59,6,63,59,61,64,58,58,59,60,58,66,5,57,45,60,64,64,2,5,7,5,11,7,10,11,53,52,53,61,58,59,59,52,11,79,59,51,57,38,31,34,37,54,50,4,59,52,5,50,68,58,60,59,52,52,7,51,58,59,59,60,60,61,57,52,193,9,1,188,187,180,181,181,52,52,60,57,62,4,61,58,175,186,186,178,185,7,47,188,4,189,191,189,60,65,59,58,57,58,53,4,28,28,31,27,27,27,26,28,30,59,2,186,51,63,50,3,60,175,187,48,52,0,180,47,49,46,48,3,46,52,45,52,53,50,51,52,52,52,4,61,59,58,60,59,56,59,59,59,48,2,47,51,52,52,51,51,59,60,61,58,5,59,183,59,52,63,62,60,58,182,58,6,60,187,58,61,48,55,52,52,52,49,3,51,53,51,54,55,57,58,58,63,50,4,63,42,42,42,67,59,47,50,52,57
clpA_250,181,179,177,174,179,178,182,179,181,179,176,179,183,176,179,176,178,179,179,175,179,181,179,179,179,178,179,180,174,174,175,175,179,181,183,180,179,182,174,177,179,174,180,174,178,181,176,181,180,177,172,173,173,172,174,177,183,171,176,178,174,176,178,181,179,182,187,181,186,182,180,181,177,174,173,179,174,177,180,174,176,179,174,178,182,182,181,178,181,183,178,179,179,180,186,177,176,176,173,175,180,180,177,175,176,177,176,175,174,178,112,179,179,114,110,114,113,112,178,179,172,174,176,180,176,175,104,118,97,100,116,180,172,115,181,114,112,113,176,174,176,177,177,174,179,179,174,178,177,176,175,175,176,175,174,176,181,112,177,182,178,182,178,101,104,179,177,180,0,178,178,177,177,179,178,173,177,174,175,180,178,178,179,179,180,178,175,175,176,174,174,176,178,176,175,180,175,180,179,181,180,180,176,177,178,175,181,173,117,174,178,176,178,177,177,102,175,182,173,99,174,176,176,180,179,177,177,178,180,174,177,177,179,178,175,174,174,180,177,181,175,179,180,178,178,176,175,180,178,174
clpA_26,49,48,51,10,45,48,49,50,48,49,49,43,50,47,45,45,45,44,45,47,52,53,51,49,50,52,50,54,55,53,54,53,47,52,47,51,43,48,9,45,45,11,47,49,47,49,52,49,51,52,49,50,51,49,47,55,52,47,56,64,52,52,47,50,50,48,52,50,53,46,45,47,46,52,45,47,51,47,46,74,49,45,51,46,42,46,50,47,48,51,54,45,48,43,61,48,49,45,11,11,50,45,46,47,48,48,48,51,51,45,193,48,46,191,185,182,183,183,45,45,52,46,52,47,52,46,172,183,188,181,182,48,49,191,47,190,191,191,49,54,49,46,47,48,46,47,45,45,48,44,44,44,43,45,48,45,49,186,45,51,45,50,48,175,188,2,43,47,178,0,2,4,3,46,3,11,3,11,12,44,44,45,45,45,45,49,48,44,46,49,46,47,47,48,47,47,46,45,45,46,45,45,51,52,51,50,48,49,180,51,46,51,50,48,46,178,50,51,48,188,50,53,8,55,52,44,52,50,46,48,51,51,54,53,50,47,47,53,49,47,51,52,51,53,49,49,46,44,45,45
clpA_27,51,50,53,10,46,49,51,52,50,51,50,44,52,48,46,46,46,44,46,48,54,54,53,51,52,54,52,55,57,55,56,55,49,53,49,52,44,50,11,46,45,11,49,50,48,51,53,50,52,53,50,51,52,50,48,56,54,48,56,64,53,53,49,52,52,50,54,52,55,48,46,48,46,53,46,48,52,47,48,74,50,46,52,48,44,48,52,47,49,53,56,46,50,43,61,50,50,46,11,11,52,45,47,48,49,49,49,52,52,46,192,50,48,190,184,181,182,182,46,46,53,47,53,49,53,47,172,182,187,181,181,50,51,190,49,189,190,190,50,55,51,47,48,49,47,49,47,47,50,46,46,46,45,47,50,46,51,186,46,52,46,52,49,174,187,4,44,49,178,2,0,4,3,48,3,11,5,11,12,45,45,46,46,46,47,50,49,45,47,50,47,48,48,49,48,49,47,45,46,47,46,46,52,53,52,51,50,50,179,52,47,52,51,49,47,178,51,53,49,187,51,54,8,55,54,45,54,51,48,50,53,53,56,55,51,48,48,54,51,49,52,54,53,55,48,50,47,45,46,46
clpA_28,48,47,51,10,46,49,48,49,47,48,48,44,49,47,46,46,46,44,46,48,52,53,51,48,50,52,50,54,55,53,54,53,46,53,46,52,44,47,11,44,45,11,46,50,48,48,53,50,52,53,48,49,50,48,48,56,51,48,56,62,53,53,46,51,49,47,51,49,52,45,46,46,46,53,46,48,50,47,45,73,50,46,48,44,44,46,50,47,49,50,52,46,47,43,63,50,50,46,11,11,49,45,47,48,49,49,49,52,48,46,192,47,45,190,184,179,180,180,46,46,51,47,53,46,53,47,172,182,187,182,181,47,51,190,46,189,190,190,50,55,51,47,48,49,47,46,45,45,48,44,44,44,43,45,48,46,48,184,46,52,46,49,49,174,187,6,44,46,177,4,4,0,2,45,1,11,1,11,12,45,45,46,46,46,44,50,49,45,47,50,47,48,48,49,47,46,46,45,46,47,46,46,50,51,52,49,47,48,179,48,47,52,51,49,47,178,49,52,47,187,49,50,8,53,52,44,52,50,45,48,51,51,54,53,47,48,48,54,49,46,52,52,51,53,49,50,46,45,46,46
clpA_29,50,49,52,11,46,49,50,51,49,50,48,44,51,48,46,46,46,44,46,48,52,53,51,50,50,52,50,54,55,53,54,53,48,53,48,52,44,49,12,44,45,12,48,50,48,50,53,50,52,53,48,49,50,48,48,56,53,48,56,62,53,53,48,51,51,49,53,51,54,47,46,46,46,53,46,48,50,47,47,73,50,46,50,46,44,46,50,47,50,52,54,46,49,43,62,50,50,46,12,12,51,45,47,48,49,49,49,52,50,46,192,49,47,190,184,181,182,182,46,46,51,47,53,48,53,47,172,182,187,182,181,49,51,190,48,189,190,190,50,55,51,47,48,49,47,48,47,47,50,46,46,46,45,47,50,46,50,186,46,52,46,51,49,174,187,5,44,48,177,3,3,2,0,47,3,12,3,12,13,45,45,46,46,46,46,50,49,45,47,50,47,48,48,49,48,48,47,45,46,47,46,46,50,51,52,49,49,48,179,50,47,52,51,49,47,178,49,52,47,187,49,52,9,54,53,45,53,51,47,49,52,52,55,54,49,48,48,54,50,48,52,52,51,53,48,50,47,45,46,46
clpA_3,7,4,49,50,51,60,5,6,4,5,60,48,6,47,50,59,48,49,50,58,41,43,40,7,40,43,40,44,46,44,47,44,1,62,11,61,47,12,49,49,48,51,1,59,59,7,63,59,61,64,58,58,59,60,58,66,8,57,44,60,64,64,1,8,5,6,14,8,13,10,51,50,52,61,58,59,59,51,10,78,59,49,57,38,30,33,37,53,50,7,57,50,2,48,68,58,60,59,51,51,8,49,58,59,59,60,60,61,57,50,192,8,2,187,186,179,180,180,50,50,60,57,62,5,61,58,174,185,185,177,184,8,44,187,3,188,190,188,60,65,59,58,57,58,51,1,25,25,28,24,24,24,23,25,27,59,5,184,49,63,48,6,60,174,186,47,50,3,179,46,48,45,47,0,45,51,44,51,52,48,49,50,50,50,3,61,59,58,60,59,56,59,59,59,47,3,46,49,50,50,49,49,59,60,61,58,6,59,182,59,50,63,62,60,58,180,58,9,60,186,58,61,47,54,51,50,51,48,2,50,52,50,53,54,57,58,58,63,49,3,63,42,42,42,66,59,46,48,50,57
clpA_30,48,47,52,9,45,48,48,49,47,48,49,43,49,48,45,45,45,43,45,47,53,54,52,48,51,53,51,55,56,54,55,54,46,52,46,51,43,47,10,45,44,10,46,49,47,48,52,49,51,52,49,50,51,49,47,55,51,47,55,63,52,52,46,51,49,47,51,49,52,45,45,47,45,52,45,47,51,46,45,73,49,45,49,45,43,47,51,46,48,50,53,45,47,42,62,49,49,45,10,10,49,44,46,47,48,48,48,51,49,45,193,47,45,191,185,180,181,181,45,45,52,46,52,46,52,46,173,183,188,181,182,47,50,191,46,190,191,191,49,54,50,46,47,48,46,46,44,44,47,43,43,43,42,44,47,45,48,185,45,51,45,49,48,175,188,5,43,46,178,3,3,1,3,45,0,10,2,10,11,44,44,45,45,45,44,49,48,44,46,49,46,47,47,48,48,46,47,44,45,46,45,45,51,52,51,50,47,49,180,49,46,51,50,48,46,179,50,52,48,188,50,51,7,54,53,45,53,51,45,49,52,52,55,54,48,47,47,53,50,46,51,53,52,54,50,49,47,44,45,45
